Paraíso do Norte,Roxa,Mecanizada,2.479,2.892,2.469,2.479.1,2.685,5.801,9.669,7.809,7.290
Mecanizável,-,-,-,-,-,-,-,,,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,1.000,1.000,1.000,-,-,-,-,,,,
,,,,,,,,,,,
Mista,Mecanizada,2.900,2.479,1.983,2.100,2.479,5.479,7.413,6.074,5.785,
Mecanizável,1.500,1.500,1.300,-,-,-,-,,,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,1.000,1.000,1.300,1.200,1.279,2.572,3.484,2.174,2.174,,
,,,,,,,,,,,
Arenosa,Mecanizada,1.450,1.800,1.800,1.800,2.272,4.512,6.126,5.206,5.206,
Mecanizável,1.350,1.600,1.600,1.600,2.072,4.060,5.513,4.586,4.586,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,1.000,1.000,1.000,1.000,1.400,2.572,3.492,2.572,2.572,,
