A- I,A- II,A- III,A- IV,B- VI,B- VII,C- VIII
133.500,104.000,77.700,58.900,35.700,19.300,
,41.400,32.800,22.300,14.600,4.000,
80.400,66.600,39.500,30.900,22.600,11.200,
123.100,89.000,69.600,44.000,33.600,17.500,
134.500,105.100,79.100,59.800,26.600,19.700,
129.800,96.700,74.100,44.200,31.300,16.900,
,54.600,45.000,34.800,30.500,9.900,
,60.900,50.300,35.600,27.400,10.900,
142.700,111.500,83.900,63.500,38.600,20.900,
114.100,90.700,71.600,52.600,37.200,15.800,
,53.400,42.200,30.900,21.500,4.000,
102.600,77.300,63.200,46.100,,11.000,
77.600,63.200,53.800,44.700,,10.500,
,54.300,46.800,34.000,30.000,9.600,
82.900,62.500,48.000,31.900,22.800,8.700,
143.300,112.000,84.200,63.800,38.800,21.000,
120.100,97.100,76.400,55.600,39.100,16.800,
104.300,77.800,63.800,46.500,,11.000,
135.500,108.500,84.200,52.700,36.300,13.800,
80.200,63.400,48.000,31.800,21.000,8.500,
93.000,73.900,52.500,41.700,30.800,8.000,
,53.300,43.000,33.100,22.900,8.900,
,52.600,46.600,40.600,34.800,15.700,
140.000,114.600,89.400,55.100,37.500,15.500,
82.000,62.100,48.000,31.900,20.800,8.500,
135.600,102.600,78.400,46.400,33.100,16.900,
84.300,70.000,41.600,32.600,24.000,11.800,
99.600,75.200,59.600,40.000,27.300,14.200,
,70.100,53.000,31.300,21.500,7.600,
133.600,104.300,85.200,57.700,41.600,17.200,
134.300,101.400,75.600,46.100,31.300,16.900,
138.800,112.100,95.100,69.800,49.600,18.500,
101.400,82.000,62.200,40.600,21.300,10.400,
83.600,65.600,50.300,31.200,20.200,8.900,
84.300,70.000,41.600,32.600,24.000,11.800,
135.600,102.600,78.400,46.400,33.100,16.900,
,54.300,46.800,34.000,30.000,9.600,
,52.900,43.600,34.500,30.500,9.600,
,50.000,36.200,26.600,17.200,4.000,
,53.600,44.900,34.700,30.500,9.800,
,53.100,43.600,33.600,29.900,9.500,
129.800,96.700,74.100,44.200,31.300,16.900,
147.200,122.900,101.300,52.500,34.600,17.500,
