Unnamed: 0,Mecanizada,16.500,31.983,31.983.1,30.578,26.100,26.100.1,26.240,28.864,33.000,41.250
Serranópolis do,Mecanizável,,,,,,22.700,22.730,25.000,28.750,35.937
RoxaIguaçu,Não Mecanizável,12.000,21.322,21.322,20.256,16.500,16.500,16.500,18.150,20.872,22.959
,Inaproveitáveis,7.000,12.793,12.793,16.529,14.000,14.000,14.000,14.000,6.170,6.787
