Unnamed: 0,Unnamed: 1,Mecanizada,8.300,8.300.1,8.300.2,9.100,10.200,10.800,10.800.1,24.500,27.680,32.000
,,Mecanizável,8.300,8.300,8.300,9.100,10.200,10.800,10.800,18.375,20.760,24.000
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,4.950,4.950,4.950,5.400,6.060,6.430,6.430,6.125,6.125,7.300
,,Mecanizada,6.000,6.200,6.200,6.750,7.600,8.100,8.100,19.600,22.144,26.000
,,Mecanizável,6.000,6.200,6.200,6.750,7.600,8.100,8.100,14.700,16.608,19.500
Guaraci,Roxa,,,,,,,,,,,
,,Não Mecanizável,4.400,4.550,4.550,4.960,5.570,5.900,5.900,8.820,11.072,13.000
,,Inaproveitáveis,4.400,4.550,4.550,4.960,5.570,5.570,5.570,5.880,5.536,6.500
,,Mecanizada,4.800,4.960,4.960,5.400,6.060,6.430,6.430,15.680,17.715,20.500
,,Mecanizável,4.800,4.960,4.960,5.400,6.060,6.430,6.430,11.760,13.286,15.000
,Mista,,,,,,,,,,,
,,Não Mecanizável,3.100,3.300,3.300,3.600,4.040,4.300,4.300,7.840,8.858,10.000
,,Inaproveitáveis,3.100,3.300,3.300,3.600,4.040,4.300,4.300,4.700,4.429,5.000
