Unnamed: 0,Unnamed: 1,Mecanizada,1.500,1.800,1.850,1.880,2.124,3.180,9.000,8.800,8.300
,,Mecanizável,1.050,1.200,1.100,1.100,1.243,1.800,6.100,6.000,5.200
,Mista,,,,,,,,,,
,,Não Mecanizável,800,900,900,900,1.040,1.560,3.300,3.150,3.000
,,Inaproveitáveis,170,190,190,190,220,330,700,820,750
Piraí do Sul,,,,,,,,,,,
,,Mecanizada,1.350,1.700,1.750,1.750,2.020,3.100,8.310,8.050,7.600
,,Mecanizável,800,1.200,1.300,1.100,1.250,1.750,5.710,5.710,5.000
,Arenosa,,,,,,,,,,
,,Não Mecanizável,300,700,700,700,800,1.400,2.620,2.450,2.380
,,Inaproveitáveis,160,200,200,190,235,320,620,620,600
