Unnamed: 0,Unnamed: 1,Mecanizada,2.000,2.200,2.200.1,2.250,2.587,3.700,7.900,7.850,7.450
,,Mecanizável,1.200,1.500,1.500,1.520,1.748,2.450,5.800,5.600,5.100
,Mista,,,,,,,,,,
,,Não Mecanizável,620,820,820,820,945,1.300,2.620,2.500,2.100
,,Inaproveitáveis,190,200,200,200,310,380,850,900,850
Ipiranga,,,,,,,,,,,
,,Mecanizada,1.800,2.100,2.100,2.100,2.400,3.600,7.100,7.000,6.800
,,Mecanizável,1.000,1.400,1.400,1.400,1.580,2.350,5.100,5.000,4.800
,Arenosa,,,,,,,,,,
,,Não Mecanizável,580,780,780,780,900,1.180,2.200,2.100,1.950
,,Inaproveitáveis,180,200,200,200,230,360,700,680,550
