Unnamed: 0,Unnamed: 1,Mecanizada,2.100,2.800,3.000,2.400,2.760,3.980,8.400,8.300,8.500
,,Mecanizável,1.400,1.800,1.900,1.700,1.985,2.400,6.800,6.700,5.300
,Mista,,,,,,,,,,
,,Não Mecanizável,750,1.000,1.050,1.050,1.160,1.250,3.500,3.500,3.300
,,Inaproveitáveis,300,300,300,250,285,390,750,750,650
Ponta Grossa,,,,,,,,,,,
,,Mecanizada,2.300,2.850,2.900,2.300,2.650,3.800,7.900,7.850,7.600
,,Mecanizável,1.300,2.200,2.300,1.700,1.970,2.300,5.900,5.850,5.600
,Arenosa,,,,,,,,,,
,,Não Mecanizável,700,1.250,1.250,1.050,1.220,1.200,2.640,2.520,2.700
,,Inaproveitáveis,250,350,350,250,280,370,650,650,700
