Alto Piquiri,Roxa,Mecanizada,2.700,2.900,3.300,3.700,7.000,12.400,16.500,10.500,10.300
,Mecanizável,2.100,2.400,3.000,3.000,6.500,10.000,15.500,9.500,9.300,
,Não Mecanizável,-,-,-,-,-,-,-,,,
,Inaproveitáveis,-,-,-,-,-,-,-,,,
,,,,,,,,,,,
Mista,Mecanizada,2.200,2.200,2.500,3.000,5.300,9.000,14.500,8.500,8.200,
,Mecanizável,1.850,1.900,1.900,2.300,5.000,8.000,13.500,7.500,7.200,
,Não Mecanizável,-,-,-,-,-,-,-,,,
,Inaproveitáveis,-,-,-,-,-,-,-,,,
,,,,,,,,,,,
Arenosa,Mecanizada,1.600,1.800,1.850,2.300,4.100,7.000,10.000,6.200,6.200,
Mecanizável,1.300,1.500,1.500,1.800,3.600,6.000,9.000,5.500,5.200,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,-,-,-,-,-,-,-,,,,
