Unnamed: 0,Unnamed: 1,Mecanizada,7.600,9.500,9.500.1,10.000,10.000.1,11.000,24.800,26.040,27.732,30.500
,,Mecanizável,5.500,7.200,7.200,7.200,7.200,8.000,18.600,15.530,16.540,18.000
,Mista,,,,,,,,,,,
,,Não Mecanizável,2.000,2.600,2.600,2.600,2.600,2.900,6.100,6.405,6.820,7.500
,,Inaproveitáveis,700,800,800,800,800,850,1.000,1.050,1.120,1.230
Palmeira,,,,,,,,,,,,
,,Mecanizada,7.200,9.300,9.300,9.500,9.500,10.500,23.967,25.165,26.800,29.500
,,Mecanizável,5.300,6.900,6.900,6.900,6.900,7.600,17.768,18.656,19.900,22.000
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,1.700,2.200,2.200,2.200,2.200,2.400,6.000,6.300,6.709,7.380
,,Inaproveitáveis,650,800,800,800,800,850,1.227,1.050,1.120,1.210
