Unnamed: 0,Mecanizada,9.793,10.744,11.818,14.050,17.136,19.008,20.537,24.848,30.785,34.787
São José dos,Mecanizável,9.793,9.793,9.455,11.281,13.709,15.372,16.860,19.878,24.628,27.830
MistaPinhais,Não Mecanizável,2.066,2.273,2.603,3.099,3.514,3.946,7.603,8.448,10.467,11.828
,Inaproveitáveis,413,450,532,620,718,826,4.545,5.466,6.773,7.653
