"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Curiúva,Mista,Mecanizada,7.438,8.182,8.182,8.182,8.836,10.331,10.434,11.157,14.530,16.529
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.017,3.347,3.347,3.347,3.614,3.837,4.125,4.455,6.700,7.437
,,Inaproveitáveis,905,1.071,1.071,1.071,1.156,1.232,1.324,1.364,2.050,2.275
,,,,,,,,,,,,
"Diamante doNorte",Mista,Mecanizada,3.894,5.260,6.700,7.000,7.500,8.100,9.950,11.740,16.180,29.800
,,Mecanizável,3.491,4.870,5.896,6.100,6.600,7.128,8.445,9.965,13.750,25.500
,,Não Mecanizável,1.999,2.698,3.966,4.150,4.440,4.796,5.683,6.700,7.170,12.355
,,Inaproveitáveis,1.845,2.490,3.014,3.155,3.376,3.646,3.980,5.097,5.000,7.137
,,,,,,,,,,,,
Diamante do Sul,Arenosa,Mecanizada,3.719,6.500,8.250,7.550,7.700,9.000,10.100,13.400,17.400,22.500
,,Mecanizável,2.148,3.300,5.000,3.700,3.950,4.500,5.100,6.900,10.400,16.400
,,Não Mecanizável,1.652,2.000,3.500,2.400,2.500,2.900,3.300,4.600,5.500,11.600
,,Inaproveitáveis,1.198,1.300,1.300,750,800,1.000,1.200,1.900,2.200,3.300
,,,,,,,,,,,,
Diamante d'Oeste,Mista,Mecanizada,11.836,17.460,19.545,19.545,20.717,20.717,22.128,25.925,28.517,31.368
,,Mecanizável,8.595,12.678,15.635,15.635,16.573,16.573,17.768,20.843,22.927,25.219
,,Não Mecanizável,6.198,9.143,9.150,9.150,9.699,9.699,9.699,11.377,12.514,13.765
,,Inaproveitáveis,4.400,6.490,9.150,9.150,9.699,9.699,9.699,9.700,4.700,4.939
,,,,,,,,,,,,
Dois Vizinhos,Roxa,Mecanizada,10.600,14.100,15.840,16.500,18.500,25.000,29.500,36.000,38.000,44.000
,,Mecanizável,8.000,10.000,11.000,11.500,13.500,22.000,23.600,28.000,28.500,35.000
,,Não Mecanizável,5.000,5.500,6.300,6.500,7.500,8.200,12.000,12.500,12.800,15.000
,,Inaproveitáveis,1.000,1.100,1.100,1.100,1.300,1.500,1.770,2.000,2.000,2.500
,,,,,,,,,,,,
Douradina,Mista,Mecanizada,6.200,8.264,8.200,8.200,10.000,11.157,14.500,20.000,20.000,21.000
,,Mecanizável,5.000,7.438,7.000,7.000,9.000,10.000,13.000,,,
,,Não Mecanizável,,,,,,,,,,
,,Inaproveitáveis,,,,,,,,,3.600,8.000
,,,,,,,,,,,,
Doutor Camargo,Roxa,Mecanizada,11.000,13.750,13.750,15.100,18.500,22.000,24.500,38.000,41.800,50.000
Mecanizável,,,,,,,,,,45.900,,
Não Mecanizável,5.500,6.875,6.875,7.550,9.250,11.000,12.250,19.000,20.900,25.000,,
Inaproveitáveis,1.100,1.375,1.375,1.510,1.850,2.200,2.450,3.800,7.520,8.200,,
,,,,,,,,,,,,
