Unnamed: 0,Unnamed: 1,Mecanizada,3.720,3.300,3.795,4.098,5.942,10.143,14.561,11.950,11.950.1
,,Mecanizável,2.800,2.100,2.415,2.608,3.912,6.679,10.192,8.231,7.994
,Roxa,,,,,,,,,,
,,Não Mecanizável,2.350,1.250,1.355,1.463,2.341,3.999,5.096,2.777,4.050
,,Inaproveitáveis,1.400,700,250,270,535,948,1.019,1.195,1.195
Luiziana,,,,,,,,,,,
,,Mecanizada,-,-,-,-,-,-,12.020,10.017,8.628
,,Mecanizável,-,-,-,-,-,-,8.554,7.453,6.523
,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,4.705,2.677,3.719
,,Inaproveitáveis,-,-,-,-,-,-,978,1.002,863
