76.400,64.600,40.600,Unnamed: 0,22.900,12.300
93.400,73.000,57.400,40.600,28.300,15.000
102.800,80.600,62.100,39.300,25.700,10.400
,45.100,35.400,24.900,19.000,8.800
113.800,92.000,70.600,44.900,30.400,11.500
59.500,47.800,36.400,25.300,17.500,6.600
67.800,51.700,40.200,26.400,16.800,6.500
,40.500,34.000,25.800,23.900,7.200
80.000,62.100,50.700,36.600,,10.500
95.500,76.000,55.000,33.500,23.900,12.800
68.800,49.100,42.000,35.300,,10.000
,40.500,34.000,26.200,23.900,7.300
115.400,94.300,72.600,46.500,31.400,11.700
100.100,75.400,52.100,44.600,24.500,10.800
72.200,57.000,35.900,27.900,20.700,10.200
68.800,51.900,40.300,26.500,16.800,6.600
,40.600,34.000,26.200,24.000,7.200
104.600,85.900,61.900,57.700,28.100,13.700
113.700,85.900,61.100,53.900,,14.500
,45.100,35.400,24.900,19.000,8.800
68.600,52.900,43.100,27.100,21.500,10.600
,39.600,32.900,26.200,24.000,6.900
67.400,50.900,39.500,25.900,16.500,6.300
109.700,87.800,67.200,42.800,28.900,11.100
68.800,49.100,42.000,35.300,,10.000
70.700,54.800,40.100,30.700,24.200,7.700
,49.100,35.400,27.500,19.000,6.500
111.700,93.600,70.500,39.600,29.700,12.300
,39.600,32.900,26.200,24.000,6.900
75.800,64.600,50.400,39.300,29.000,18.600
66.900,57.900,41.000,22.900,15.800,7.100
110.100,88.100,67.400,42.900,29.400,11.100
101.300,79.500,65.400,43.900,31.800,12.900
,42.100,36.400,33.200,23.600,12.300
63.500,48.500,37.100,22.900,18.100,8.400
93.000,74.900,53.700,30.500,23.200,12.400
59.000,46.100,35.100,23.400,11.400,6.900
86.900,60.000,50.500,39.000,28.800,11.700
46.900,31.200,25.500,12.400,6.700,2.900
109.600,82.800,75.700,66.100,25.300,11.600
95.500,76.000,55.000,35.300,23.900,12.800
75.800,64.600,50.400,39.400,29.200,18.600
,39.900,33.200,26.100,23.900,7.200
68.800,51.900,40.100,26.300,18.700,6.700
90.400,63.800,52.200,39.500,29.600,12.000
,48.300,41.100,30.500,17.400,6.100
105.700,86.700,74.300,54.300,38.500,14.800
89.400,73.000,62.800,30.500,21.600,9.100
,50.500,40.600,23.800,17.000,7.100
121.900,89.900,80.900,,,12.400
72.300,61.200,57.800,35.200,24.400,6.600
87.300,74.100,57.900,41.000,34.400,12.800
,46.500,35.400,23.700,18.100,7.700
89.400,73.000,62.800,30.500,21.600,9.100
