Unnamed: 0,Unnamed: 1,Mecanizada,2.840,2.840.1,3.305,3.305.1,3.719,6.197,8.867,8.700,7.000
,,Mecanizável,2.550,2.550,2.419,2.685,2.231,4.298,6.682,6.000,4.880
,Arenosa,,,,,,,,,,
,,Não Mecanizável,930,930,826,1.239,1.860,2.624,3.752,3.350,3.015
,,Inaproveitáveis,780,780,620,620,743,980,1.890,1.850,1.645
Cruzmaltina,,,,,,,,,,,
,,Mecanizada,1.750,1.750,1.750,1.776,3.512,4.635,7.196,6.500,4.400
,,Mecanizável,1.480,1.480,1.500,1.570,2.107,2.780,4.600,4.550,3.200
,Roxa,,,,,,,,,,
,,Não Mecanizável,620,620,459,1.033,1.756,2.317,3.598,2.950,2.200
,,Inaproveitáveis,310,310,340,413,702,926,1.671,1.550,1.395
