"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Piên,Mista,Mecanizada,4.160,6.240,6.864,8.236,9.883,11.168,12.700,16.891,19.930,21.126
,Mecanizável,3.127,4.691,5.160,6.191,7.429,8.395,9.150,12.170,14.200,15.052,
,Não Mecanizável,1.275,1.913,2.104,2.524,3.029,3.423,3.770,5.015,5.500,5.830,
,Inaproveitáveis,403,605,665,798,958,1.083,1.190,1.583,1.800,1.950,
,,,,,,,,,,,,
Pinhais,Mista,Mecanizada,7.810,9.091,11.818,13.223,16.545,18.264,19.008,24.818,30.579,34.248
,Mecanizável,7.810,7.851,9.455,11.157,13.236,14.835,15.579,19.855,24.463,27.398,
,Não Mecanizável,1.653,1.736,2.256,2.686,2.933,3.285,7.479,8.438,10.397,11.644,
,Inaproveitáveis,744,780,1.064,1.240,1.383,1.529,4.463,5.460,6.727,7.535,
,,,,,,,,,,,,
"Pinhal de SãoBento",Mista,Mecanizada,9.500,13.400,15.500,15.600,17.600,18.500,23.000,30.000,30.000,37.500
,Mecanizável,,,,,,,18.400,24.000,24.500,32.000,
,Não Mecanizável,4.100,5.200,5.500,6.200,6.500,7.000,10.000,11.500,12.000,13.000,
,Inaproveitáveis,840,1.040,1.100,1.100,1.200,1.300,1.380,1.500,1.500,2.000,
,,,,,,,,,,,,
Pinhalão,Mista,Mecanizada,7.645,8.182,8.182,8.182,8.836,13.223,13.355,14.638,16.750,18.500
,Mecanizável,,,,,,,,,,35.250,
,Não Mecanizável,3.842,4.354,4.354,4.354,4.702,5.351,5.752,6.219,7.260,8.058,
,Inaproveitáveis,882,921,921,921,995,1.060,1.139,1.322,1.600,1.800,
,,,,,,,,,,,,
Pinhão,Mista,Mecanizada,10.300,14.100,14.500,16.500,17.300,19.700,22.600,30.700,31.000,31.900
,Mecanizável,3.700,5.300,5.700,5.300,8.200,10.500,11.700,12.900,12.900,12.900,
,Não Mecanizável,2.600,3.300,3.400,3.500,4.200,5.000,5.900,7.000,5.900,5.900,
,Inaproveitáveis,1.000,1.250,1.650,1.750,2.300,2.300,2.500,2.900,2.500,2.500,
,,,,,,,,,,,,
Piraí do Sul,Mista,Mecanizada,7.600,8.850,8.900,9.000,9.300,9.500,10.500,18.500,20.600,22.450
Mecanizável,4.800,5.750,5.600,5.700,5.900,6.100,8.687,14.800,15.450,16.300,,
Não Mecanizável,2.900,3.480,3.510,3.600,3.600,3.800,4.220,5.920,7.000,7.400,,
Inaproveitáveis,700,830,850,950,950,1.050,1.200,1.184,1.400,1.500,,
,,,,,,,,,,,,
Arenosa,Mecanizada,7.300,8.400,8.520,8.600,8.900,9.300,10.500,17.750,19.800,21.600,
Mecanizável,4.800,5.500,5.590,5.600,5.880,6.120,8.517,14.500,14.800,15.600,,
Não Mecanizável,2.200,2.500,2.590,2.600,2.790,3.050,4.039,5.800,7.000,7.400,,
Inaproveitáveis,550,630,690,700,730,770,1.092,1.160,1.400,1.500,,
,,,,,,,,,,,,
