"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Farol,Mista,Mecanizada,12.529,16.529,22.028,20.270,20.270,29.780,29.780,34.090,38.180,40.290
,Mecanizável,8.959,10.331,15.257,14.600,15.661,22.720,22.720,24.800,26.050,29.545,
,Não Mecanizável,5.537,7.025,12.470,11.870,11.870,9.160,9.160,11.200,14.604,16.115,
,Inaproveitáveis,1.187,1.425,1.450,1.385,1.634,3.200,3.200,4.500,5.350,5.900,
,,,,,,,,,,,,
,Roxa,Mecanizada,9.620,14.994,18.554,17.810,18.388,25.260,27.100,31.800,38.100,41.630
,Mecanizável,7.355,12.397,12.983,12.398,14.256,18.740,20.600,24.300,27.000,29.500,
,Não Mecanizável,4.628,8.820,10.024,9.523,10.331,9.060,9.060,10.500,11.240,14.500,
,Inaproveitáveis,1.074,1.550,1.600,1.545,2.163,2.900,2.900,3.350,3.580,3.950,
,,,,,,,,,,,,
Faxinal,Mista,Mecanizada,7.000,7.800,8.580,8.580,9.087,10.450,15.096,18.900,28.200,29.400
,Mecanizável,4.880,5.380,5.918,5.918,6.268,7.208,9.779,10.550,23.400,24.300,
,Não Mecanizável,3.042,3.350,3.685,3.685,3.903,4.488,7.374,8.209,16.400,18.100,
,Inaproveitáveis,1.033,1.130,1.243,1.243,1.316,1.513,1.848,3.330,5.000,6.600,
,,,,,,,,,,,,
,Roxa,Mecanizada,4.400,4.900,5.390,5.390,5.709,6.565,11.510,11.721,19.400,24.400
,Mecanizável,3.200,3.500,3.850,3.850,4.078,4.689,7.300,7.575,15.600,21.700,
,Não Mecanizável,2.200,2.300,2.530,2.530,2.680,3.082,4.376,4.930,9.800,12.300,
,Inaproveitáveis,1.033,1.100,1.210,1.210,1.282,1.474,1.848,2.770,4.200,4.500,
,,,,,,,,,,,,
"Fazenda RioGrande",Mista,Mecanizada,4.587,5.413,6.767,7.851,9.473,10.496,12.190,14.683,17.769,20.256
,Mecanizável,4.587,4.628,5.413,6.405,7.578,8.492,10.000,11.747,14.215,16.205,
,Não Mecanizável,1.653,1.694,2.149,2.479,2.793,3.140,4.298,4.992,6.041,6.887,
,Inaproveitáveis,207,230,271,310,352,393,2.562,3.230,3.909,4.456,
,,,,,,,,,,,,
Fênix,Mista,Mecanizada,12.893,19.835,21.211,20.165,20.900,25.000,25.000,42.500,46.000,48.000
,Mecanizável,8.595,13.223,11.699,12.518,13.000,16.528,17.000,37.000,40.000,42.000,
,Não Mecanizável,4.710,7.438,6.699,6.400,7.000,10.500,11.000,13.500,13.500,14.000,
,Inaproveitáveis,1.219,1.320,1.350,1.310,1.350,5.000,5.000,5.000,5.000,5.000,
,,,,,,,,,,,,
"FernandesPinheiro",Roxa,Mecanizada,6.050,7.920,8.150,8.200,9.800,11.900,15.100,16.610,18.020,23.066
Mecanizável,3.175,4.150,4.600,4.800,6.500,7.700,10.565,11.305,13.310,16.238,,
Não Mecanizável,1.880,2.450,2.550,2.600,3.700,4.300,7.515,7.895,9.830,11.403,,
Inaproveitáveis,605,810,880,940,1.600,1.800,2.500,2.550,4.095,4.586,,
,,,,,,,,,,,,
