Unnamed: 0,Mecanizada,820,820.1,820.2,820.3,1.000,2.100,2.700,4.000,7.150
São Mateus do,Mecanizável,450,450,450,450,600,1.100,1.500,2.300,3.055
MistaSul,Não Mecanizável,200,200,200,200,250,500,700,1.170,1.250
,Inaproveitáveis,100,100,100,100,100,150,210,250,260
