Unnamed: 0,Unnamed: 1,Mecanizada,11.200,14.000,15.500,16.525,17.355,19.421,24.793,33.058,33.058.1,40.000
,,Mecanizável,10.500,11.000,11.000,11.000,11.000,12.397,16.860,22.479,22.479,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,9.421,12.562,12.562,20.000
,,Inaproveitáveis,,,,,,,,,4.960,8.000
,,Mecanizada,9.900,12.000,12.400,14.400,14.400,16.529,20.661,22.479,24.793,30.000
,,Mecanizável,8.900,10.000,9.000,9.000,9.000,10.331,13.430,17.355,17.355,
São Tomé,Mista,,,,,,,,,,,
,,Não Mecanizável,,6.500,6.500,6.500,6.500,7.025,9.298,11.157,11.157,15.000
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,8.900,9.500,9.500,10.330,12.396,13.636,16.529,22.727,22.727,27.500
,,Mecanizável,8.000,8.200,7.500,7.500,7.500,9.091,13.388,16.136,16.136,13.750
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,5.500,5.500,5.500,5.500,6.198,7.380,10.682,10.682,
,,Inaproveitáveis,,,,,,,,,,
