Unnamed: 0,Unnamed: 1,Mecanizada,-,-.1,-.2,3.306,3.925,5.370,12.400,10.300,8.000
,,Mecanizável,-,-,-,3.100,3.720,4.960,12.400,10.300,8.000
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,
,,Mecanizada,1.900,1.653,1.859,2.893,3.434,5.400,9.000,6.200,6.200
,,Mecanizável,-,-,-,2.480,2.975,4.200,9.000,6.200,6.200
Cafeara,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.200,1.240,619,-,-,-,-,,
,,Mecanizada,1.450,1.653,1.652,2.273,3.305,4.960,8.300,5.400,5.400
,,Mecanizável,-,-,-,1.653,3.305,4.200,8.300,5.400,5.400
,Arenosa,,,,,,,,,,
,,Não Mecanizável,800,1.240,1.033,1.240,2.680,3.500,6.000,3.900,3.500
,,Inaproveitáveis,1.050,1.240,-,-,-,-,-,,3.500
