Unnamed: 0,Unnamed: 1,Mecanizada,8.500,11.200,12.000,12.000.1,12.396,15.702,20.661,24.793,24.793.1,35.000
,,Mecanizável,7.500,9.200,9.200,9.200,9.200,10.331,14.050,16.860,16.860,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,5.000,5.000,5.000,5.000,5.579,7.851,9.421,9.421,
,,Inaproveitáveis,,,,,,,,,3.720,10.000
,,Mecanizada,8.000,9.000,10.500,10.330,10.330,14.463,16.529,16.860,18.595,30.000
Tuneiras do,,Mecanizável,7.000,7.000,7.000,7.000,7.000,10.331,12.719,14.876,14.876,
,Mista,,,,,,,,,,,
Oeste,,Não Mecanizável,,6.000,6.000,6.000,6.000,6.612,7.438,8.368,8.368,
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,6.600,7.400,8.200,8.246,8.246,12.397,15.702,17.769,17.769,20.000
,,Mecanizável,5.600,6.400,6.000,6.000,6.000,6.612,12.719,14.215,14.215,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,5.000,5.000,5.000,5.000,9.198,7.380,8.351,8.351,
,,Inaproveitáveis,,,,,,,,,,
