Guaporema,Mista,Mecanizada,3.000,3.000.1,3.100,3.700,5.000,9.900,9.000,11.600,9.000.1
,Mecanizável,2.200,2.200,2.480,3.000,4.130,8.500,8.000,9.500,8.000,
,Não Mecanizável,-,-,-,-,-,-,-,,,
,Inaproveitáveis,1.150,1.300,-,-,-,-,-,,,
,,,,,,,,,,,
Roxa,Mecanizada,1.800,1.800,2.160,2.400,4.130,7.000,8.000,9.500,7.500,
,Mecanizável,1.500,1.500,1.700,2.000,3.720,6.500,7.000,8.300,6.000,
,Não Mecanizável,-,-,-,-,-,-,-,,,
,Inaproveitáveis,1.150,1.200,-,-,-,-,-,,,
,,,,,,,,,,,
Mista,Mecanizada,1.450,1.600,1.650,2.400,3.300,6.000,7.000,7.400,6.200,
Mecanizável,1.250,1.250,1.300,2.000,2.890,5.800,6.000,6.600,4.800,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,1.200,1.200,-,-,-,-,-,,,,
