"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Primeiro de Maio,Roxa,Mecanizada,10.300,11.200,16.500,14.400,14.500,15.080,16.300,31.000,35.120,41.000
,Mecanizável,7.000,9.500,9.500,8.300,8.870,8.870,9.600,23.250,26.340,30.750,
,Não Mecanizável,2.500,4.100,7.000,5.400,5.770,5.770,6.300,15.500,17.560,20.500,
,Inaproveitáveis,1.300,3.500,6.000,4.500,4.810,4.810,5.200,7.750,7.750,9.000,
,,,,,,,,,,,,
,Mista,Mecanizada,10.300,11.200,16.500,14.000,14.000,14.560,15.700,24.800,28.096,33.000
,Mecanizável,7.000,9.500,9.500,8.000,8.000,8.000,8.600,18.600,21.072,24.000,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
Prudentópolis,Mista,Mecanizada,8.300,10.350,12.400,12.800,13.400,14.800,17.600,22.700,23.100,26.400
,Mecanizável,4.400,5.600,5.900,6.500,7.600,8.600,9.500,12.400,12.800,14.500,
,Não Mecanizável,2.400,3.100,2.900,3.300,3.600,4.000,4.400,5.600,5.800,6.800,
,Inaproveitáveis,900,1.300,1.450,1.500,1.800,2.100,2.100,2.500,2.500,2.600,
,,,,,,,,,,,,
"QuartoCentenário",Roxa,Mecanizada,14.308,19.835,23.310,22.376,23.500,26.500,27.200,46.487,48.500,53.719
,Mecanizável,10.331,16.529,17.753,16.950,17.550,22.100,23.647,39.514,38.800,45.661,
,Não Mecanizável,7.541,10.744,10.500,10.050,10.680,12.725,12.725,13.500,15.000,21.000,
,Inaproveitáveis,1.467,1.561,1.625,1.600,1.665,4.000,4.000,4.500,5.000,5.000,
,,,,,,,,,,,,
,Mista,Mecanizada,10.641,14.700,14.452,14.400,15.000,20.300,21.315,39.513,41.000,42.500
,Mecanizável,7.955,11.760,11.500,11.200,11.650,18.500,19.610,33.586,32.800,36.000,
,Não Mecanizável,5.579,7.938,8.000,7.750,7.950,8.800,9.328,10.250,12.500,13.000,
,Inaproveitáveis,1.033,1.300,1.330,1.310,1.350,2.850,3.500,3.800,4.000,4.000,
,,,,,,,,,,,,
Quatiguá,Mista,Mecanizada,6.198,6.198,6.198,6.198,6.818,7.261,7.850,8.884,14.460,16.100
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.678,3.678,3.678,3.678,3.971,4.230,4.526,4.888,5.830,6.500,
,Inaproveitáveis,800,800,800,800,864,920,984,1.074,1.280,1.667,
,,,,,,,,,,,,
Quatro Barras,Mista,Mecanizada,5.537,6.529,7.508,9.091,10.512,11.570,12.603,16.819,21.488,24.711
Mecanizável,5.537,5.579,6.007,7.149,8.409,9.421,10.331,13.455,17.190,19.769,,
Não Mecanizável,1.364,1.384,1.653,1.983,2.149,2.417,4.132,5.718,7.306,8.402,,
Inaproveitáveis,161,175,263,314,342,393,2.479,3.700,4.727,5.436,,
,,,,,,,,,,,,
