Unnamed: 0,Mecanizada,9.504,10.620,10.744,11.198,12.314,13.430,15.083,16.942,24.793,27.273
Santo Antônio do,Mecanizável,,,,,,,,,,
RoxaParaíso,Não Mecanizável,4.752,4.959,5.165,5.331,5.992,6.405,7.231,8.058,11.776,13.182
,Inaproveitáveis,950,983,985,1.004,1.033,1.095,1.260,1.400,1.766,2.107
