Unnamed: 0,Mecanizada,2.900,2.479,2.811,3.000,3.700,9.690,9.576,10.958,8.700
Santo Antônio do,Mecanizável,-,-,-,-,-,-,-,,
RoxaParaíso,Não Mecanizável,1.100,930,1.069,1.200,1.450,3.876,3.926,5.400,4.785
,Inaproveitáveis,250,90,137,280,370,969,950,1.090,870
