Unnamed: 0,Unnamed: 1,Mecanizada,7.000,7.750,8.525,8.525.1,9.029,10.383,15.000,17.990,28.100,28.800
,,Mecanizável,5.000,5.550,6.050,6.050,6.408,7.369,9.998,9.900,23.400,26.200
,Roxa,,,,,,,,,,,
,,Não Mecanizável,2.961,3.300,3.630,3.630,3.845,4.421,7.264,6.952,14.000,19.300
,,Inaproveitáveis,1.539,1.700,1.870,1.870,1.981,2.278,2.665,3.590,4.900,5.700
Lunardelli,,,,,,,,,,,,
,,Mecanizada,,,,,,,,,21.500,25.200
,,Mecanizável,,,,,,,,,17.600,22.300
,Mista,,,,,,,,,,,
,,Não Mecanizável,,,,,,,,,9.500,11.900
,,Inaproveitáveis,,,,,,,,,3.900,4.500
