"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Sapopema,Mista,Mecanizada,6.612,7.314,7.645,7.975,8.678,9.504,10.744,12.190,14.430,16.529
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.637,3.719,3.926,4.091,4.545,4.959,5.579,6.405,8.500,9.504,
,Inaproveitáveis,661,686,690,702,764,826,950,1.065,1.549,1.616,
,,,,,,,,,,,,
Sarandi,Roxa,Mecanizada,14.500,17.800,17.800,19.600,30.000,33.000,36.500,44.000,48.400,58.000
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,7.250,8.900,8.900,9.800,15.000,16.500,18.250,22.000,24.200,29.000,
,Inaproveitáveis,1.450,1.780,1.780,1.960,3.000,3.300,3.650,4.400,8.710,9.500,
,,,,,,,,,,,,
"Saudade doIguaçu",Mista,Mecanizada,7.300,10.000,15.000,13.500,14.000,15.000,18.700,21.500,21.800,25.300
,Mecanizável,4.800,7.000,11.000,10.000,10.500,11.200,12.500,13.900,14.000,17.500,
,Não Mecanizável,3.500,4.400,6.800,6.200,6.500,7.000,8.500,8.600,8.600,9.500,
,Inaproveitáveis,600,800,950,950,1.000,1.080,1.300,1.350,1.350,1.500,
,,,,,,,,,,,,
Sengés,Mista,Mecanizada,7.000,8.050,8.100,8.100,8.480,8.680,13.500,16.500,19.600,21.400
,Mecanizável,5.380,6.180,6.240,6.240,6.490,6.750,11.200,13.200,13.100,13.800,
,Não Mecanizável,2.900,3.480,3.520,3.700,3.790,3.880,4.530,5.280,5.400,5.700,
,Inaproveitáveis,700,840,860,950,1.000,1.050,1.104,1.050,1.080,1.200,
,,,,,,,,,,,,
,Arenosa,Mecanizada,5.550,6.400,6.400,6.500,6.780,6.950,9.000,15.800,16.800,18.300
,Mecanizável,3.950,4.540,4.540,4.600,4.790,4.980,8.247,13.900,12.600,13.300,
,Não Mecanizável,2.100,2.400,2.400,2.500,2.580,2.690,3.781,5.560,5.400,5.700,
,Inaproveitáveis,520,600,600,700,740,800,1.104,1.112,1.080,1.200,
,,,,,,,,,,,,
"Serranópolis doIguaçu",Roxa,Mecanizada,16.500,31.983,31.983,30.578,26.100,26.100,26.240,28.864,33.000,41.250
Mecanizável,,,,,,22.700,22.730,25.000,28.750,35.937,,
Não Mecanizável,12.000,21.322,21.322,20.256,16.500,16.500,16.500,18.150,20.872,22.959,,
Inaproveitáveis,7.000,12.793,12.793,16.529,14.000,14.000,14.000,14.000,6.170,6.787,,
,,,,,,,,,,,,
