Prado Ferreira,Roxa,Mecanizada,2.500,3.099,2.272,3.306,4.133,5.790,16.530,12.400,10.300
Mecanizável,-,-,-,3.100,3.720,4.960,13.650,11.500,10.300,,
Não Mecanizável,-,-,-,2.100,2.686,3.720,7.500,7.500,6.200,,
Inaproveitáveis,1.660,1.653,1.033,1.447,1.860,2.890,4.200,7.500,5.400,,
,,,,,,,,,,,
Mista,Mecanizada,2.000,2.066,2.066,3.100,3.720,6.200,13.300,10.330,7.400,
Mecanizável,-,-,-,2.686,3.162,5.800,13.300,9.500,7.400,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,-,-,-,-,-,-,-,,5.400,,
,,,,,,,,,,,
Arenosa,Mecanizada,-,-,-,2.273,3.512,5.370,9.000,6.200,6.200,
Mecanizável,-,-,-,1.653,3.512,4.500,8.300,6.200,4.100,,
Não Mecanizável,-,-,-,-,-,-,-,,,,
Inaproveitáveis,-,-,-,-,-,-,-,,,,
