Unnamed: 0,Unnamed: 1,Mecanizada,3.200,3.200.1,3.200.2,3.306,4.132,4.959,9.504,8.264,8.182
,,Mecanizável,-,-,-,-,-,-,-,,
,Roxa,,,,,,,,,,
,,Não Mecanizável,1.500,1.500,1.500,1.653,2.066,2.583,4.280,3.722,3.685
,,Inaproveitáveis,500,500,550,550,620,785,1.033,900,882
Jacarezinho,,,,,,,,,,,
,,Mecanizada,1.800,1.860,1.900,2.686,2.893,3.512,7.674,6.673,6.198
,,Mecanizável,-,-,-,-,-,-,-,,
,Mista,,,,,,,,,,
,,Não Mecanizável,920,900,950,1.653,1.860,2.273,3.969,3.206,3.182
,,Inaproveitáveis,450,413,450,450,537,661,1.236,998,980
