"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Japurá,Roxa,Mecanizada,11.200,14.000,15.500,16.528,17.355,18.595,24.793,33.058,33.058,40.000
,Mecanizável,10.000,11.500,11.000,11.000,11.000,12.397,16.860,22.479,22.479,,
,Não Mecanizável,,,,,,,,12.562,12.562,20.000,
,Inaproveitáveis,,,,,,,,,4.960,8.000,
,,,,,,,,,,,,
,Mista,Mecanizada,10.000,12.000,13.300,14.500,15.298,16.529,20.661,22.479,24.793,30.000
,Mecanizável,9.000,10.000,9.500,9.500,9.500,10.744,13.430,16.116,16.116,,
,Não Mecanizável,,6.500,6.500,6.500,6.500,7.025,9.298,11.157,11.157,15.000,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
Jardim Alegre,Mista,Mecanizada,7.000,7.800,8.580,8.580,9.087,10.450,15.096,17.980,21.500,25.200
,Mecanizável,5.000,5.500,6.050,6.050,6.408,7.369,9.998,9.915,17.600,22.300,
,Não Mecanizável,2.925,3.220,3.542,3.542,3.751,4.313,7.086,6.946,9.600,12.000,
,Inaproveitáveis,1.548,1.698,1.868,1.868,1.978,2.274,2.661,3.610,3.900,4.500,
,,,,,,,,,,,,
Jardim Olinda,Mista,Mecanizada,5.785,5.785,6.198,6.198,7.025,7.727,,,16.400,33.058
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,4.100,5.950,
,,,,,,,,,,,,
,Arenosa,Mecanizada,4.959,4.959,5.372,5.372,6.198,6.818,7.438,8.500,11.820,24.793
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
Jataizinho,Roxa,Mecanizada,9.917,11.107,11.364,11.860,13.140,14.256,15.702,17.562,26.033,28.719
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,5.062,5.290,5.372,5.620,6.198,6.611,7.438,8.264,13.016,14.588,
,Inaproveitáveis,991,1.025,1.025,1.045,1.033,1.085,1.260,1.400,1.952,2.334,
,,,,,,,,,,,,
Jesuítas,Roxa,Mecanizada,13.225,14.000,14.000,20.729,22.378,24.000,26.400,35.000,38.000,42.000
Mecanizável,8.265,12.500,12.500,20.729,22.378,24.000,26.400,35.000,38.000,42.000,,
Não Mecanizável,6.199,5.600,5.600,11.000,11.880,12.300,13.530,20.000,20.000,22.500,,
Inaproveitáveis,4.133,4.800,4.800,11.000,11.880,12.300,10.947,10.000,7.400,7.900,,
,,,,,,,,,,,,
