"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Maripá,Roxa,Mecanizada,12.000,14.000,14.000,22.900,24.732,25.200,28.000,35.000,38.000,41.800
,Mecanizável,11.538,12.800,12.800,18.652,20.155,21.050,,24.200,,,
,Não Mecanizável,7.400,6.800,6.800,9.173,9.807,11.200,14.000,14.800,18.000,20.300,
,Inaproveitáveis,7.100,4.800,4.800,7.650,8.262,8.300,8.091,8.100,7.400,8.500,
,,,,,,,,,,,,
Marmeleiro,Mista,Mecanizada,10.100,14.700,16.000,16.000,17.500,21.200,28.000,33.000,35.000,41.000
,Mecanizável,,,,,,,22.400,26.400,27.000,30.000,
,Não Mecanizável,4.000,5.500,5.500,5.500,7.200,8.200,10.330,11.500,12.000,14.000,
,Inaproveitáveis,750,1.100,1.100,1.100,1.200,1.400,1.680,1.960,1.960,2.200,
,,,,,,,,,,,,
Marquinho,Mista,Mecanizada,6.650,8.700,8.700,8.100,8.350,9.800,10.900,14.200,18.400,24.000
,Mecanizável,3.730,5.200,5.500,4.000,4.300,5.100,5.600,7.600,11.200,17.700,
,Não Mecanizável,2.750,3.500,4.000,2.700,2.850,3.300,3.600,5.000,6.000,12.400,
,Inaproveitáveis,2.350,1.700,1.800,900,950,1.100,1.200,2.000,2.300,3.600,
,,,,,,,,,,,,
Marumbi,Roxa,Mecanizada,11.040,12.200,12.300,14.000,15.700,17.560,18.970,21.800,28.300,31.000
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,5.370,6.100,6.400,7.200,7.900,9.300,10.040,11.160,12.600,13.800,
,Inaproveitáveis,1.300,1.300,1.300,1.800,2.000,2.000,2.160,2.430,4.200,4.600,
,,,,,,,,,,,,
Matelândia,Roxa,Mecanizada,12.300,15.000,15.000,15.000,15.800,18.595,20.661,24.500,24.500,36.157
,Mecanizável,9.760,12.500,12.500,12.500,13.250,16.528,16.528,18.000,18.000,23.940,
,Não Mecanizável,6.000,8.000,8.000,8.000,8.500,9.090,10.330,10.500,10.500,11.025,
,Inaproveitáveis,5.200,7.000,7.000,7.000,7.450,6.510,6.510,6.510,4.220,4.431,
,,,,,,,,,,,,
Matinhos,Mista,Mecanizada,6.500,6.700,7.500,9.000,10.000,11.500,12.000,15.000,16.000,18.000
Mecanizável,4.000,4.200,4.800,6.000,7.000,7.000,7.000,8.000,8.500,9.000,,
Não Mecanizável,1.500,1.700,2.100,2.500,3.000,3.000,3.100,3.500,3.500,4.000,,
Inaproveitáveis,850,880,900,800,830,850,900,1.000,1.250,1.500,,
,,,,,,,,,,,,
