Unnamed: 0,Unnamed: 1,Mecanizada,2.100,3.306,3.306.1,3.306.2,5.785,8.260,16.530,12.400,12.400.1
,,Mecanizável,1.550,2.479,3.099,3.100,4.752,7.440,14.500,11.500,11.500
,Roxa,,,,,,,,,,
,,Não Mecanizável,1.290,1.860,1.859,2.480,2.893,3.720,7.500,7.500,7.500
,,Inaproveitáveis,-,-,-,-,-,-,-,,7.500
,,Mecanizada,1.512,2.686,3.099,3.100,5.424,6.700,13.300,10.330,11.600
,,Mecanizável,1.440,2.273,2.892,2.686,4.699,5.800,13.300,10.330,11.600
Pitangueiras,Mista,,,,,,,,,,
,,Não Mecanizável,1.008,1.653,1.859,1.860,2.685,3.500,7.500,6.200,6.200
,,Inaproveitáveis,-,-,-,-,-,-,-,,
,,Mecanizada,-,-,-,2.273,3.305,5.370,10.400,6.200,10.300
,,Mecanizável,-,-,-,1.653,3.305,4.500,9.500,6.200,10.300
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,
