"Reserva doIguaçu",Mista,Mecanizada,2.190,2.270,2.480,2.800,3.900,8.260,12.190,16.100,12.400
Mecanizável,990,950,990,1.000,1.500,2.900,3.950,5.200,3.400,,
Não Mecanizável,540,455,455,435,620,785,950,1.750,2.100,,
Inaproveitáveis,205,205,210,165,250,350,600,700,650,,
