Unnamed: 0,Unnamed: 1,Mecanizada,1.300,1.400,1.400.1,1.430,1.625,3.200,7.800,7.750,7.400
,,Mecanizável,800,900,900,900,1.020,1.980,4.000,4.000,3.900
,Mista,,,,,,,,,,
,,Não Mecanizável,480,500,500,500,580,1.020,2.000,2.000,1.900
,,Inaproveitáveis,160,180,180,180,205,280,680,720,720
Jaguariaíva,,,,,,,,,,,
,,Mecanizada,1.100,1.300,1.300,1.300,1.470,3.100,6.800,6.700,6.550
,,Mecanizável,650,850,850,850,950,1.820,3.400,3.280,3.150
,Arenosa,,,,,,,,,,
,,Não Mecanizável,420,450,450,450,520,980,2.190,2.100,2.100
,,Inaproveitáveis,160,200,200,180,210,250,590,580,580
