"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Carlópolis,Mista,Mecanizada,7.438,7.438,7.438,7.438,8.884,10.331,12.562,14.638,16.530,18.500
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.926,3.926,3.926,3.926,4.671,5.165,6.050,6.534,9.700,10.767
,,Inaproveitáveis,1.116,1.116,1.116,1.116,1.327,1.420,1.663,1.798,2.700,2.987
,,,,,,,,,,,,
Cascavel,Roxa,Mecanizada,12.400,18.440,28.400,25.336,28.100,27.900,28.900,33.901,35.595,38.000
,,Mecanizável,7.851,12.293,21.322,23.000,25.000,14.800,14.462,27.120,28.450,30.000
,,Não Mecanizável,4.545,7.903,8.884,12.000,6.200,7.440,7.231,8.482,8.900,12.000
,,Inaproveitáveis,4.545,7.903,8.884,8.500,5.000,5.000,5.000,6.100,5.600,6.500
,,,,,,,,,,,,
Castro,Mista,Mecanizada,7.450,8.900,9.000,9.000,9.450,9.700,13.000,22.700,23.500,25.600
,,Mecanizável,5.800,6.600,6.700,6.700,7.035,7.200,9.920,18.100,17.600,18.570
,,Não Mecanizável,3.000,3.700,3.800,3.800,3.990,4.180,6.600,7.200,7.000,7.400
,,Inaproveitáveis,700,800,820,950,1.000,1.150,1.300,1.440,1.400,1.500
,,,,,,,,,,,,
,Arenosa,Mecanizada,6.500,8.700,8.870,8.870,9.190,9.490,10.800,21.900,22.600,24.600
,,Mecanizável,5.450,6.400,6.530,6.530,6.785,7.000,8.770,18.000,16.900,17.900
,,Não Mecanizável,2.000,3.500,3.570,3.570,3.695,4.000,4.923,7.200,7.000,7.400
,,Inaproveitáveis,400,650,680,680,710,750,1.350,1.440,1.400,1.500
,,,,,,,,,,,,
Catanduvas,Roxa,Mecanizada,11.117,17.768,17.768,17.768,20.661,20.661,24.800,29.760,29.760,32.736
Mecanizável,8.158,12.970,14.215,14.215,16.000,16.000,20.660,24.792,24.792,27.271,,
Não Mecanizável,4.662,5.578,8.884,6.198,8.200,8.200,8.500,11.050,11.050,12.155,,
Inaproveitáveis,2.241,4.545,6.198,5.000,6.000,6.000,6.000,8.500,4.740,5.214,,
,,,,,,,,,,,,
