Unnamed: 0,Unnamed: 1,Mecanizada,12.400,14.400,16.500,16.528,17.355,19.421,26.860,35.124,35.124.1,39.120
,,Mecanizável,11.400,11.500,11.500,11.500,11.000,13.223,18.264,25.289,25.289,29.100
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,6.700,6.700,6.700,6.700,7.438,10.227,15.806,15.806,18.180
,,Inaproveitáveis,,,,,,,,,5.270,5.800
Jussara,,,,,,,,,,,,
,,Mecanizada,10.330,12.300,14.400,14.500,15.298,16.529,22.727,25.289,28.926,32.500
,,Mecanizável,9.300,10.000,9.500,9.500,9.500,10.744,14.773,23.430,23.430,26.200
,Mista,,,,,,,,,,,
,,Não Mecanizável,,6.500,6.500,6.500,6.500,7.438,10.227,13.017,13.017,14.800
,,Inaproveitáveis,,,,,,,,,,
