Unnamed: 0,Unnamed: 1,Mecanizada,3.000,3.300,3.300.1,3.500,6.200,12.400,16.500,11.000,10.300
,,Mecanizável,2.500,2.900,3.000,3.000,5.500,11.000,15.500,10.000,9.300
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.250,1.500,-,-,-,-,-,,
,,Mecanizada,2.500,2.500,2.685,3.000,5.000,10.000,14.500,9.500,8.300
,,Mecanizável,2.000,2.100,1.900,2.300,4.500,9.000,13.500,8.500,7.500
Brasilândia do Sul,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.200,1.300,-,-,-,-,-,,
,,Mecanizada,1.650,1.800,2.060,2.700,4.100,8.000,12.000,8.600,7.500
,,Mecanizável,1.400,1.500,1.650,2.000,3.700,7.000,11.000,7.500,6.500
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,-,-,-,-,-,-,-,,
