Unnamed: 0,Unnamed: 1,Mecanizada,10.330,11.200,12.400,13.363,13.363.1,16.529,22.727,24.793,24.793.1,33.800
,,Mecanizável,9.300,9.200,9.200,9.200,9.200,12.397,15.455,16.860,16.860,28.392
,Roxa,,,,,,,,,,,
,,Não Mecanizável,,,,,,,8.636,9.917,9.917,15.548
,,Inaproveitáveis,,,,,,,,,3.720,9.844
,,Mecanizada,9.100,9.300,11.400,10.330,12.300,13.223,19.008,16.860,20.661,31.085
,,Mecanizável,8.100,7.300,6.500,6.500,6.500,9.091,12.719,14.669,14.669,26.111
Indianópolis,Mista,,,,,,,,,,,
,,Não Mecanizável,,6.000,6.000,6.000,6.000,7.438,8.554,9.298,9.298,11.812
,,Inaproveitáveis,,,,,,,,,,
,,Mecanizada,7.000,8.000,9.000,8.246,10.330,11.570,15.702,18.595,18.595,27.290
,,Mecanizável,6.000,7.000,6.500,6.500,6.500,7.438,12.719,13.017,13.017,22.923
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,,5.000,5.000,5.000,5.000,9.198,7.380,7.810,7.810,12.553
,,Inaproveitáveis,,,,,,,,,,
