Unnamed: 0,Unnamed: 1,Mecanizada,9.000,11.000,11.000.1,11.550,14.000,17.000,22.000,24.500,27.000,32.000
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,4.500,5.500,5.500,5.775,7.000,8.500,11.000,12.250,13.500,16.000
,,Inaproveitáveis,900,1.100,1.100,1.155,1.400,1.700,2.200,2.450,4.860,5.200
,,Mecanizada,7.500,9.000,9.000,9.500,11.500,15.000,20.000,22.050,24.300,27.000
,,Mecanizável,,,,,,,,,,
Santo Inácio,Mista,,,,,,,,,,,
,,Não Mecanizável,3.750,4.500,4.500,4.750,5.750,7.500,10.000,11.025,12.150,13.500
,,Inaproveitáveis,750,900,900,950,1.150,1.500,2.000,2.205,4.370,5.400
,,Mecanizada,7.000,8.500,8.500,9.000,10.600,13.000,18.000,19.845,21.000,23.000
,,Mecanizável,,,,,,,,,,
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,3.500,4.250,4.250,4.500,5.300,6.500,9.000,9.923,10.500,11.500
,,Inaproveitáveis,700,850,850,900,1.060,1.300,1.800,1.985,3.780,4.600
