"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Foz do Iguaçu,Roxa,Mecanizada,15.570,22.950,26.653,26.653,26.653,26.653,33.884,36.255,38.067,42.500
,Mecanizável,,,,,,,,,30.453,34.107,
,Não Mecanizável,9.480,13.980,14.000,14.000,14.000,14.000,17.100,18.297,19.211,21.516,
,Inaproveitáveis,4.670,6.900,12.000,12.000,12.000,12.000,12.000,13.482,6.340,7.100,
,,,,,,,,,,,,
Foz do jordão,Roxa,Mecanizada,9.500,12.800,13.850,12.800,15.500,17.800,19.500,24.800,26.000,28.000
,Mecanizável,5.400,7.500,8.100,7.400,8.300,11.400,12.500,13.900,14.400,15.000,
,Não Mecanizável,3.900,4.800,4.900,4.750,6.100,6.600,7.300,8.300,8.600,9.100,
,Inaproveitáveis,1.400,1.700,2.700,2.900,3.000,3.200,3.300,3.600,3.600,3.600,
,,,,,,,,,,,,
Francisco Alves,Mista,Mecanizada,12.000,16.528,14.000,12.300,20.600,25.000,33.000,40.000,45.000,50.000
,Mecanizável,10.500,14.400,12.000,11.000,19.160,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,6.750,10.000,
,,,,,,,,,,,,
,Roxa,Mecanizada,8.000,12.396,12.000,10.330,16.500,20.000,24.000,30.000,33.000,40.000
,Mecanizável,7.000,10.330,10.500,9.000,15.000,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
,Mista,Mecanizada,6.200,8.260,9.000,8.260,10.330,12.400,20.000,25.000,29.000,33.000
,Mecanizável,5.000,6.600,7.500,7.000,8.830,11.000,18.000,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
Francisco Beltrão,Arenosa,Mecanizada,11.000,15.000,16.000,16.000,18.000,22.700,26.000,33.000,34.000,39.000
,Mecanizável,,10.000,10.000,10.000,11.200,19.700,20.800,26.400,27.000,30.000,
,Não Mecanizável,4.500,6.000,6.000,6.500,7.000,9.000,9.000,12.500,13.000,15.000,
,Inaproveitáveis,820,1.200,1.200,1.400,1.400,1.800,1.800,2.000,2.000,2.500,
,,,,,,,,,,,,
General Carneiro,Mista,Mecanizada,3.700,4.000,4.000,4.000,4.000,6.000,6.000,10.330,12.500,13.900
Mecanizável,2.450,2.800,2.800,2.800,2.800,4.000,4.000,7.000,7.100,7.850,,
Não Mecanizável,1.000,1.000,1.000,1.000,1.000,1.650,1.650,3.000,3.500,3.885,,
Inaproveitáveis,200,250,250,250,250,350,947,1.000,1.000,1.200,,
,,,,,,,,,,,,
