"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Santo Inácio,Roxa,Mecanizada,9.000,11.000,11.000,11.550,14.000,17.000,22.000,24.500,27.000,32.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,4.500,5.500,5.500,5.775,7.000,8.500,11.000,12.250,13.500,16.000
,,Inaproveitáveis,900,1.100,1.100,1.155,1.400,1.700,2.200,2.450,4.860,5.200
,,,,,,,,,,,,
,Mista,Mecanizada,7.500,9.000,9.000,9.500,11.500,15.000,20.000,22.050,24.300,27.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.750,4.500,4.500,4.750,5.750,7.500,10.000,11.025,12.150,13.500
,,Inaproveitáveis,750,900,900,950,1.150,1.500,2.000,2.205,4.370,5.400
,,,,,,,,,,,,
,Arenosa,Mecanizada,7.000,8.500,8.500,9.000,10.600,13.000,18.000,19.845,21.000,23.000
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,3.500,4.250,4.250,4.500,5.300,6.500,9.000,9.923,10.500,11.500
,,Inaproveitáveis,700,850,850,900,1.060,1.300,1.800,1.985,3.780,4.600
,,,,,,,,,,,,
"São Carlos doIvaí",Roxa,Mecanizada,7.290,7.500,8.036,8.036,9.723,10.695,22.350,24.000,33.230,41.322
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
Mista,Mecanizada,5.977,6.200,6.641,6.641,8.035,8.838,9.722,13.848,16.248,33.057,
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,,,,,,,,,,,
,Inaproveitáveis,,,,,,,,,4.060,5.950,
,,,,,,,,,,,,
Arenosa,Mecanizada,5.206,5.785,6.198,6.198,7.500,8.250,9.075,9.892,16.100,24.793,
Mecanizável,,,,,,,,,,,,
Não Mecanizável,,,,,,,,,,,,
Inaproveitáveis,,,,,,,,,,,,
,,,,,,,,,,,,
