Unnamed: 0,Unnamed: 1,Mecanizada,9.504,10.620,10.744,11.198,12.314,13.430,14.876,16.736,24.793,27.520
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,5.206,5.372,5.372,5.579,5.992,6.405,7.231,8.264,11.776,13.182
,,Inaproveitáveis,950,980,980,1.000,1.074,1.160,1.343,1.505,1.766,2.107
Congonhinhas,,,,,,,,,,,,
,,Mecanizada,7.603,8.430,8.678,9.050,9.876,10.744,12.190,13.843,18.181,20.372
,,Mecanizável,,,,,,,,,,
,Mista,,,,,,,,,,,
,,Não Mecanizável,3.497,3.636,3.802,3.926,4.339,5.165,5.992,6.715,10.330,11.983
,,Inaproveitáveis,760,785,785,802,847,898,1.033,1.140,1.549,1.917
