"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
"Campina Grandedo Sul",Mista,Mecanizada,3.554,4.256,5.320,6.198,6.916,7.686,8.678,11.412,14.876,16.959
,Mecanizável,3.554,3.554,4.256,4.959,5.533,6.198,7.107,9.130,11.901,13.567,
,Não Mecanizável,868,909,1.240,1.446,1.550,1.736,3.182,3.880,5.058,5.766,
,Inaproveitáveis,215,225,266,318,333,372,1.901,2.511,3.273,3.731,
,,,,,,,,,,,,
Campo Bonito,Roxa,Mecanizada,13.276,19.545,19.545,17.000,20.600,21.074,25.785,29.652,30.500,33.550
,Mecanizável,9.371,13.681,14.659,12.750,15.000,17.000,20.400,23.664,24.373,26.810,
,Não Mecanizável,4.834,7.130,7.818,6.800,8.470,8.470,8.884,10.305,10.305,11.335,
,Inaproveitáveis,3.780,7.130,7.818,6.800,6.800,6.800,6.800,8.280,4.740,5.918,
,,,,,,,,,,,,
"Campo doTenente",Mista,Mecanizada,5.210,7.815,8.362,10.034,12.041,13.245,14.705,19.116,24.278,25.735
,Mecanizável,3.885,5.828,6.235,7.482,8.978,9.876,10.550,13.715,16.460,17.450,
,Não Mecanizável,1.900,2.850,3.050,3.659,4.391,4.830,5.100,6.630,7.823,8.292,
,Inaproveitáveis,530,795,851,1.020,1.224,1.346,1.500,1.950,2.225,2.359,
,,,,,,,,,,,,
Campo Largo,Mista,Mecanizada,6.446,7.645,9.174,10.744,12.384,13.636,14.876,17.957,21.488,24.496
,Mecanizável,6.446,6.446,7.339,8.678,9.907,11.116,12.190,14.366,17.190,19.597,
,Não Mecanizável,1.612,1.674,2.066,2.479,2.686,3.008,4.876,6.105,7.306,8.329,
,Inaproveitáveis,186,200,321,385,417,496,2.893,3.951,4.727,5.389,
,,,,,,,,,,,,
Campo Magro,Mista,Mecanizada,6.963,7.769,9.167,10.661,12.650,13.884,15.124,18.343,22.727,25.682
,Mecanizável,6.963,6.963,7.334,8.595,10.120,11.343,12.397,14.674,18.182,20.545,
,Não Mecanizável,1.818,1.880,2.231,2.603,2.901,3.248,5.083,6.237,7.727,8.732,
,Inaproveitáveis,207,220,367,440,477,537,3.017,4.035,5.000,5.650,
,,,,,,,,,,,,
Campo Mourão,Roxa,Mecanizada,14.979,20.661,26.290,25.300,25.300,37.372,37.372,45.500,46.300,53.720
Mecanizável,11.157,16.528,17.522,16.820,17.355,30.700,30.700,33.057,36.000,41.000,,
Não Mecanizável,5.785,7.438,9.886,9.371,9.917,17.883,17.883,19.800,21.300,24.495,,
Inaproveitáveis,1.694,2.100,2.200,2.050,2.460,3.500,3.500,5.000,5.400,6.050,,
,,,,,,,,,,,,
Mista,Mecanizada,8.058,16.464,15.970,15.331,18.388,24.440,25.900,29.500,35.400,38.950,
Mecanizável,6.302,13.636,13.856,13.509,14.463,19.800,21.300,24.900,28.100,30.900,,
Não Mecanizável,4.752,8.232,7.163,6.875,9.421,13.875,13.875,15.950,17.100,18.800,,
Inaproveitáveis,1.074,1.326,1.380,1.350,2.025,3.000,3.000,3.600,3.850,4.280,,
,,,,,,,,,,,,
