Unnamed: 0,Unnamed: 1,Mecanizada,8.884,9.917,10.331,10.785,11.777,12.810,14.463,16.322,23.966,26.364
,,Mecanizável,,,,,,,,,,
,Roxa,,,,,,,,,,,
,,Não Mecanizável,4.340,4.504,4.669,4.876,5.372,5.785,6.612,7.562,11.570,12.975
,,Inaproveitáveis,888,917,920,938,1.000,1.060,1.198,1.340,1.735,2.083
São Jerônimo da,,,,,,,,,,,,
Serra,,,,,,,,,,,,
,,Mecanizada,6.400,7.107,7.231,7.562,8.347,9.090,10.331,11.777,17.768,20.041
,,Mecanizável,,,,,,,,,,
,Mista,,,,,,,,,,,
,,Não Mecanizável,3.000,3.120,3.388,3.512,3.760,4.545,5.165,5.785,10.330,11.983
,,Inaproveitáveis,640,661,665,678,818,867,992,1.100,1.549,1.917
