Unnamed: 0,Mecanizada,11.570,17.067,20.661,20.661.1,20.661.2,20.661.3,24.800,29.092,29.092.1,31.128
Boa Vista da,Mecanizável,8.300,12.244,14.500,14.500,16.500,16.500,18.595,21.813,21.813,23.339
MistaAparecida,Não Mecanizável,5.800,8.556,6.200,6.200,7.440,9.090,12.000,14.076,17.000,18.190
,Inaproveitáveis,3.700,6.800,6.200,6.200,6.200,7.025,7.025,8.240,5.550,5.938
