"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Wenceslau Braz,Mista,Mecanizada,6.198,6.818,8.884,8.884,9.595,10.331,12.568,13.636,20.450,22.727
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,2.945,3.017,3.017,3.017,4.149,4.419,5.700,6.219,9.330,10.355
,,Inaproveitáveis,870,921,921,921,952,1.019,1.314,1.364,2.050,2.275
,,,,,,,,,,,,
Xambrê,Arenosa,Mecanizada,6.200,8.264,8.200,8.200,9.000,11.157,16.500,16.500,20.000,20.000
Mecanizável,5.000,7.025,7.000,7.000,8.100,10.000,14.850,,,,,
Não Mecanizável,,,,,,,,,,,,
Inaproveitáveis,,,,,,,,,3.600,8.000,,
