Unnamed: 0,Mecanizada,11.000,15.000,17.000,17.100,18.000,22.500,28.000,35.000,37.000,41.500
Nova Prata do,Mecanizável,,,,,,,22.400,27.200,28.000,32.000
MistaIguaçu,Não Mecanizável,4.800,6.000,6.500,6.700,7.500,8.000,10.300,12.800,13.500,15.000
,Inaproveitáveis,920,1.200,1.200,1.200,1.250,1.400,1.680,2.000,2.000,2.500
