Unnamed: 0,Unnamed: 1,Mecanizada,3.800,4.000,4.500,5.400,7.430,15.000,14.500,14.500.1,10.000
,,Mecanizável,3.000,3.000,3.600,3.800,-,11.000,13.500,12.400,8.000
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.300,1.500,-,-,-,-,-,,
Jussara,,,,,,,,,,,
,,Mecanizada,2.600,2.800,3.300,3.500,5.370,12.000,12.000,10.300,8.200
,,Mecanizável,2.100,2.200,2.600,2.700,4.960,10.000,11.000,8.300,6.500
,Mista,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.250,1.300,-,-,-,-,-,,
