Unnamed: 0,Mecanizada,13.533,16.529,19.500,19.000,21.800,28.680,30.114,44.628,47.604,53.719
Campina da,Mecanizável,8.760,10.744,13.500,12.555,13.200,25.075,26.328,37.933,38.080,45.661
RoxaLagoa,Não Mecanizável,6.446,6.198,7.500,7.050,7.500,10.330,10.500,14.876,17.500,18.800
,Inaproveitáveis,1.157,1.352,1.352,1.325,1.385,3.000,3.500,4.500,4.500,4.800
