"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Itaguajé,Roxa,Mecanizada,9.000,11.000,11.000,11.550,14.000,17.000,22.000,24.500,27.000,32.000
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,4.500,5.500,5.500,5.775,7.000,8.500,11.000,12.250,13.500,16.000,
,Inaproveitáveis,900,1.100,1.100,1.155,1.400,1.700,2.200,2.450,4.860,5.200,
,,,,,,,,,,,,
,Mista,Mecanizada,7.500,9.000,9.000,9.500,11.500,15.000,20.000,22.050,24.300,27.000
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.750,4.500,4.500,4.750,5.750,7.500,10.000,11.025,12.150,13.500,
,Inaproveitáveis,750,900,900,950,1.150,1.500,2.000,2.205,4.370,5.400,
,,,,,,,,,,,,
,Arenosa,Mecanizada,7.000,8.500,8.500,9.000,10.600,13.000,18.000,19.845,21.000,23.000
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,3.500,4.250,4.250,4.500,5.300,6.500,9.000,9.923,10.500,11.500,
,Inaproveitáveis,700,850,850,900,1.060,1.300,1.800,1.985,3.780,4.600,
,,,,,,,,,,,,
Itaipulândia,Roxa,Mecanizada,14.500,21.389,22.727,25.681,26.500,28.900,28.900,33.901,35.596,43.905
,Mecanizável,,,,,18.550,24.500,24.550,28.799,30.238,37.320,
,Não Mecanizável,8.000,11.801,13.000,14.690,15.400,17.100,16.500,19.000,19.950,24.539,
,Inaproveitáveis,4.545,6.704,7.440,10.000,10.600,13.000,13.000,11.144,6.060,7.272,
,,,,,,,,,,,,
Itambaracá,Roxa,Mecanizada,11.157,12.603,12.810,13.306,14.463,15.661,17.562,19.421,25.619,28.182
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,6.248,6.529,6.612,6.818,7.231,7.645,8.678,9.504,12.603,14.132,
,Inaproveitáveis,1.116,1.157,1.160,1.182,1.198,1.258,1.426,1.565,1.890,2.397,
,,,,,,,,,,,,
Itambé,Roxa,Mecanizada,11.000,13.750,13.750,15.100,18.500,22.000,24.500,30.000,33.000,39.500
,Mecanizável,,,,,,,,,,,
,Não Mecanizável,5.500,6.875,6.875,7.550,9.250,11.000,12.250,15.000,16.500,19.750,
,Inaproveitáveis,1.100,1.375,1.375,1.510,1.850,2.200,2.450,3.000,5.940,6.500,
,,,,,,,,,,,,
Itapejara d'Oeste,Mista,Mecanizada,9.500,14.500,17.200,17.000,18.500,19.500,27.100,29.000,30.000,35.500
Mecanizável,6.500,10.500,13.000,12.500,13.000,,,18.000,,,,
Não Mecanizável,3.800,5.500,7.000,6.500,7.000,7.500,9.500,11.200,12.000,13.000,,
Inaproveitáveis,650,1.200,1.800,1.800,2.000,2.200,2.500,2.650,2.700,,,
,,,,,,,,,,,,
