Unnamed: 0,Unnamed: 1,Mecanizada,6.500,8.400,8.400.1,10.800,9.609,11.340,20.660,21.700,23.110,25.400
,,Mecanizável,4.100,5.300,5.300,8.640,7.600,9.100,16.350,17.356,18.485,20.300
,Mista,,,,,,,,,,,
,,Não Mecanizável,1.800,2.300,2.300,4.000,3.400,4.200,4.800,5.040,5.370,5.900
,,Inaproveitáveis,700,800,800,1.200,1.100,1.260,1.000,1.050,1.120,1.200
São João do,,,,,,,,,,,,
Triunfo,,,,,,,,,,,,
,,Mecanizada,5.500,7.200,7.200,9.200,9.600,9.600,19.834,20.825,22.180,24.400
,,Mecanizável,3.700,4.600,4.600,7.300,7.600,7.600,15.720,16.500,17.570,19.300
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,1.600,2.000,2.000,3.200,3.400,3.400,4.700,4.950,5.370,5.800
,,Inaproveitáveis,500,600,600,700,1.100,1.100,1.227,1.050,1.120,1.200
