Unnamed: 0,Unnamed: 1,Mecanizada,4.500,3.305,2.686,2.892,3.099,5.801,9.669,7.809,7.290
,,Mecanizável,2.000,-,-,-,-,-,-,,
,Roxa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.205,1.205,1.205,-,-,-,-,,
,,Mecanizada,2.685,2.479,2.190,2.250,2.479,5.479,7.413,6.400,5.977
São Carlos do,,Mecanizável,2.000,2.000,-,-,-,-,-,,
,Mista,,,,,,,,,,
Ivaí,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,1.370,1.370,-,-,-,-,-,,
,,Mecanizada,2.000,2.000,1.570,1.800,2.272,5.157,6.126,5.785,5.206
,,Mecanizável,-,-,-,-,-,-,-,,
,Arenosa,,,,,,,,,,
,,Não Mecanizável,-,-,-,-,-,-,-,,
,,Inaproveitáveis,800,800,-,-,-,-,-,,
