"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
"São José dasPalmeiras",Roxa,Mecanizada,9.018,12.396,12.396,22.000,24.798,24.800,27.200,32.890,36.000,42.000
,Mecanizável,7.865,9.916,9.916,18.000,24.793,20.900,22.781,26.900,28.900,32.780,
,Não Mecanizável,5.778,6.198,6.198,9.504,14.462,14.900,15.702,17.900,18.300,19.500,
,Inaproveitáveis,2.800,5.731,5.731,7.800,10.330,10.500,8.495,9.000,7.000,8.600,
,,,,,,,,,,,,
"São José dosPinhais",Mista,Mecanizada,9.793,10.744,11.818,14.050,17.136,19.008,20.537,24.848,30.785,34.787
,Mecanizável,9.793,9.793,9.455,11.281,13.709,15.372,16.860,19.878,24.628,27.830,
,Não Mecanizável,2.066,2.273,2.603,3.099,3.514,3.946,7.603,8.448,10.467,11.828,
,Inaproveitáveis,413,450,532,620,718,826,4.545,5.466,6.773,7.653,
,,,,,,,,,,,,
"São Manoel doParaná",Roxa,Mecanizada,10.330,11.200,12.400,13.223,14.500,15.702,20.661,24.793,24.793,36.300
,Mecanizável,9.500,9.500,9.200,9.200,9.200,10.744,14.050,16.860,16.860,27.552,
,Não Mecanizável,,,,,,,8.471,10.165,10.165,15.088,
,Inaproveitáveis,,,,,,,,,3.720,10.794,
,,,,,,,,,,,,
,Mista,Mecanizada,7.850,9.300,11.400,11.400,13.233,14.463,18.595,16.860,20.661,31.180
,Mecanizável,6.800,7.000,6.500,6.500,6.500,8.264,12.719,13.430,13.430,26.190,
,Não Mecanizável,,6.000,6.000,6.000,6.000,6.612,8.368,9.298,9.298,11.848,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
,Arenosa,Mecanizada,6.200,8.000,9.000,9.000,10.330,11.570,15.702,16.529,16.529,25.476
,Mecanizável,5.000,7.000,7.000,7.000,7.000,9.091,12.719,11.570,11.570,21.400,
,Não Mecanizável,,,,,,,7.380,7.769,7.769,11.718,
,Inaproveitáveis,,,,,,,,,,,
,,,,,,,,,,,,
"São Mateus doSul",Mista,Mecanizada,7.200,10.300,10.300,10.300,10.300,12.400,12.400,16.500,18.000,23.100
,Mecanizável,3.100,6.200,4.958,4.958,5.500,6.200,6.200,10.330,10.330,14.550,
,Não Mecanizável,1.450,4.100,3.305,3.305,3.305,4.150,4.150,6.200,8.000,9.000,
,Inaproveitáveis,260,1.000,800,800,800,800,1.600,1.700,1.700,1.900,
,,,,,,,,,,,,
"São Miguel doIguaçu",Roxa,Mecanizada,15.280,22.539,24.876,24.876,26.700,29.370,30.838,36.175,39.070,42.977
Mecanizável,,,,,,,,30.000,32.400,35.640,,
Não Mecanizável,5.093,7.513,10.500,10.500,11.500,12.650,13.282,15.580,16.826,18.508,,
Inaproveitáveis,5.093,7.513,10.500,10.500,11.500,12.650,12.650,13.282,7.240,7.854,,
,,,,,,,,,,,,
