Unnamed: 0,Unnamed: 1,Mecanizada,8.430,10.330,11.500,10.350,11.590,13.000,13.900,29.000,29.945,35.000
,,Mecanizável,6.942,8.264,9.200,8.280,9.270,10.000,10.700,21.750,22.459,26.000
,Roxa,,,,,,,,,,,
,,Não Mecanizável,2.893,2.893,3.200,3.200,3.580,5.000,5.300,14.500,14.973,16.700
,,Inaproveitáveis,2.893,2.893,3.200,3.200,3.580,3.580,3.800,7.250,7.486,8.500
,,Mecanizada,7.439,8.900,7.500,6.750,7.560,10.000,10.700,23.200,23.956,28.000
,,Mecanizável,6.199,7.100,6.700,6.000,6.720,8.000,8.500,17.400,17.967,20.500
Tamarana,Mista,,,,,,,,,,,
,,Não Mecanizável,2.893,2.893,3.200,3.200,3.580,4.000,4.300,10.440,11.978,13.500
,,Inaproveitáveis,2.893,2.893,3.200,3.200,3.580,3.580,3.800,6.960,5.989,6.700
,,Mecanizada,6.199,7.440,5.000,4.500,5.040,5.700,6.100,18.560,19.165,22.000
,,Mecanizável,4.959,5.950,4.500,4.000,4.480,4.500,4.800,13.920,14.374,16.500
,Arenosa,,,,,,,,,,,
,,Não Mecanizável,2.893,2.893,3.200,3.200,3.580,3.580,3.800,9.280,9.582,11.000
,,Inaproveitáveis,2.893,2.893,3.200,3.200,3.580,3.580,3.800,5.570,4.791,5.500
