"SECRETARIA DE EDEPARTAMENTO DDIVISÃO DE ESTATÍPREÇOS MÉDIOS DE TERRAS AGRÍCOLAS  detalh","TADO DA AGRICULTURA E DO ABASTECIMENTO - SEABECONOMIA RURAL  DERALTICAS BÁSICASmento por caracte?istica e município de 2007 a 2016 em Reais por hectare",Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Munícipio,"Tipo deTerra",Classe / Grau,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
,,,,,,,,,,,,
Corbélia,Roxa,Mecanizada,15.580,22.983,26.652,21.404,25.000,27.000,27.500,35.289,38.112,40.017
,,Mecanizável,10.150,17.768,21.322,17.120,19.000,19.525,19.525,26.000,28.080,29.484
,,Não Mecanizável,5.572,12.438,12.440,10.700,10.700,11.300,11.300,13.500,14.580,15.309
,,Inaproveitáveis,4.458,8.884,8.884,8.000,8.000,8.677,8.677,10.178,6.210,6.210
,,,,,,,,,,,,
Cornélio Procópio,Roxa,Mecanizada,10.950,12.397,12.603,13.099,14.380,15.496,17.355,19.215,26.446,29.091
,,Mecanizável,,,,,,,,,,
,,Não Mecanizável,6.248,6.529,6.612,6.818,7.231,7.645,8.678,9.504,12.396,13.884
,,Inaproveitáveis,1.095,1.136,1.140,1.161,1.198,1.258,1.426,1.570,1.859,2.223
,,,,,,,,,,,,
"CoronelDomingos Soares",Mista,Mecanizada,6.500,8.500,9.500,9.800,12.000,12.500,16.500,18.000,18.600,21.500
,,Mecanizável,3.200,4.100,5.000,5.000,5.500,6.000,8.250,9.360,9.800,12.000
,,Não Mecanizável,1.700,2.300,2.500,2.500,2.800,3.050,3.800,3.800,3.900,4.000
,,Inaproveitáveis,450,600,700,650,700,750,850,850,900,1.000
,,,,,,,,,,,,
Coronel Vivida,Mista,Mecanizada,8.700,13.000,16.500,16.000,17.500,19.000,25.300,27.300,28.000,33.200
,,Mecanizável,6.000,9.500,11.200,10.800,11.500,12.600,16.700,17.500,17.700,21.900
,,Não Mecanizável,3.600,5.500,7.000,6.500,6.800,7.300,9.500,10.250,10.500,11.500
,,Inaproveitáveis,650,750,950,900,950,1.200,1.350,1.450,1.500,1.500
,,,,,,,,,,,,
"Corumbataí doSul",Roxa,Mecanizada,13.326,18.815,19.355,18.700,18.900,20.000,21.000,34.950,40.000,43.000
,,Mecanizável,10.124,11.570,9.986,8.750,9.504,10.500,11.000,28.000,36.900,38.000
,,Não Mecanizável,6.818,8.264,5.923,5.350,6.608,7.950,8.000,13.223,13.223,14.545
,,Inaproveitáveis,1.111,1.431,1.450,1.300,1.400,4.950,4.950,4.950,4.950,4.950
,,,,,,,,,,,,
Cruz Machado,Mista,Mecanizada,3.300,4.950,4.950,3.500,3.800,6.000,6.000,9.000,12.396,13.800
,,Mecanizável,2.000,3.800,3.800,2.600,2.913,4.000,4.000,5.200,6.198,7.000
,,Não Mecanizável,1.000,2.450,2.450,1.450,1.600,2.000,2.000,2.600,2.892,3.260
,,Inaproveitáveis,200,400,400,250,300,500,1.201,1.500,1.500,1.550
,,,,,,,,,,,,
"Cruzeiro doIguaçu",Mista,Mecanizada,10.000,14.000,15.000,16.530,18.800,22.000,29.000,33.500,38.000,42.000
Mecanizável,7.000,14.000,,,,,23.200,26.800,28.000,30.000,,
Não Mecanizável,4.000,6.000,6.000,6.200,7.500,8.000,8.200,10.700,11.500,16.000,,
Inaproveitáveis,990,1.200,1.200,1.200,1.300,1.400,1.740,1.900,1.900,2.500,,
,,,,,,,,,,,,
