Unnamed: 0,Unnamed: 1,Mecanizada,1.250,1.350,1.350.1,1.350.2,1.450,2.800,6.300,6.300.1,5.040
,,Mecanizável,700,800,800,800,904,1.480,4.600,4.600,3.450
,Mista,,,,,,,,,,
,,Não Mecanizável,400,500,500,500,580,810,2.650,2.650,2.252
,,Inaproveitáveis,250,250,250,200,230,250,600,700,540
Ortigueira,,,,,,,,,,,
,,Mecanizada,750,1.000,1.050,1.050,1.200,2.300,5.040,5.000,4.000
,,Mecanizável,550,750,800,800,900,1.400,3.820,3.800,2.900
,Arenosa,,,,,,,,,,
,,Não Mecanizável,450,450,450,450,530,800,2.200,2.200,1.800
,,Inaproveitáveis,240,240,240,200,220,240,520,520,470
