Unnamed: 0,Mecanizada,2.050,2.400,2.200,2.400.1,3.000,5.800,11.500,11.500.1,11.500.2
Nova Prata do,Mecanizável,-,-,-,-,-,-,-,,
MistaIguaçu,Não Mecanizável,1.300,1.300,1.000,1.320,1.400,1.950,3.800,3.800,5.780
,Inaproveitáveis,700,600,410,440,380,480,920,920,920
