Unnamed: 0,Unnamed: 1,Mecanizada,3.000,3.400,3.910,4.223,6.123,10.431,13.280,10.909,10.950
,,Mecanizável,2.500,2.500,2.875,3.105,4.658,7.957,9.296,6.694,8.316
,Roxa,,,,,,,,,,
,,Não Mecanizável,2.150,1.450,1.595,1.722,2.755,4.700,4.648,3.471,5.320
,,Inaproveitáveis,-,-,250,270,551,948,930,1.091,1.095
Janiópolis,,,,,,,,,,,
,,Mecanizada,2.310,2.500,3.000,3.240,5.508,9.365,9.640,8.033,6.818
,,Mecanizável,1.950,1.700,1.700,1.836,3.121,5.307,6.860,5.058,5.630
,Mista,,,,,,,,,,
,,Não Mecanizável,1.600,1.240,1.100,1.188,2.020,3.434,3.773,2.926,3.822
,,Inaproveitáveis,1.280,600,210,227,496,843,784,803,682
