Unnamed: 0,Mecanizada,3.250,4.000,4.500,4.800,5.900,6.500,7.500,8.500,11.770,22.314
Planaltina do,Mecanizável,2.900,3.543,3.960,4.208,5.192,5.711,6.590,7.380,10.000,18.743
ArenosaParaná,Não Mecanizável,1.750,2.150,2.475,2.630,3.546,3.900,4.500,5.040,6.980,10.264
,Inaproveitáveis,1.400,1.726,1.890,2.008,2.694,2.963,3.390,3.797,4.043,6.479
