Unnamed: 0,Mecanizada,1.652,1.652.1,1.700,2.066,2.893,3.306,8.264,7.438,7.368
Conselheiro,Mecanizável,-,-,-,-,-,-,-,,
MistaMairinck,Não Mecanizável,826,826,850,1.034,1.446,1.653,3.306,2.975,2.945
,Inaproveitáveis,413,413,450,450,537,614,1.033,900,882
