A- I,A- II,A- III,A- IV,B- VI,B- VII,C- VIII
61.900,39.000,27.600,17.100,11.000,4.300,
108.900,80.600,66.000,48.700,,12.000,
114.400,80.500,67.400,55.300,42.900,14.400,
114.900,85.000,65.800,36.200,23.900,8.600,
136.800,107.000,80.700,58.500,36.000,19.000,
149.700,125.100,101.000,60.800,41.400,17.800,
117.200,98.500,84.800,41.800,34.000,9.400,
145.100,117.600,96.000,50.900,38.600,16.000,
103.800,82.000,64.200,44.200,34.400,17.200,
,54.800,47.000,41.100,35.300,15.800,
